klength,call_sequence,count
6,Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> ,1
6,Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator ,1
6,Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances Iterable.iterator ,1
6,ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> ,1
6,Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast ,1
6,StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument ,2
6,ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,8
6,ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
6,ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add ,3
6,StringReader.<init> LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine ,3
6,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> ,1
6,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply ,1
6,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull ,1
6,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ,2
6,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> ,1
6,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add ,2
6,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,5
6,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs ,3
6,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> ,1
6,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,4
6,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber ,3
6,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply ,1
6,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
6,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ,3
6,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> ,2
6,List.add List.size List.addAll List.size List.get List.add ,1
6,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> ,1
6,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString ,1
6,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ,2
6,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> ,1
6,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString ,2
6,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,5
6,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals ,4
6,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> ,1
6,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> ,2
6,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> ,1
6,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> ,2
6,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,5
6,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> ,1
6,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber ,3
6,List.addAll List.size List.get List.add List.size List.get ,1
6,Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply ,1
6,ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
6,Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> ,1
6,Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull ,3
6,StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> ,2
6,SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> List.size List.get ,1
6,Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> ,2
6,ArrayList.<init> List.size List.get List.add List.size List.addAll ,1
6,CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap ,1
6,ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> ,1
6,StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length ,2
6,InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,2
6,CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap ,2
6,String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ,4
6,Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ,1
6,Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull ,1
6,Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> ,1
6,ErrorProneOptions$Builder.putSeverity Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ,4
6,Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> ,2
6,ErrorProneOptions$Severity.valueOf ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> ,1
6,Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator ,1
6,HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> ,2
6,Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,2
6,Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply ,1
6,Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> ,1
6,Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> ,1
6,JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> ,2
6,TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> ,1
6,List.get List.add List.size List.addAll List.size List.get ,1
6,StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> ,2
6,TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> ,1
6,Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size ,1
6,List.size List.get List.add List.size List.addAll List.size ,1
6,Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next ,4
6,Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator ,1
6,Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator ,2
6,StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ,2
6,SourceFile.replaceLines StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append ,1
6,LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join ,4
7,ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap ,2
7,Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator ,2
7,ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ,3
7,Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> ,1
7,Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> ,1
7,PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ,2
7,String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> ,1
7,Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ,1
7,Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ,1
7,Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> ,1
7,Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator ,1
7,Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> ,1
7,Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator ,1
7,ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> ,1
7,Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> ,1
7,StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> ,2
7,ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,8
7,ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
7,ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,3
7,StringReader.<init> LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber ,3
7,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator ,1
7,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply ,1
7,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType ,1
7,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> ,1
7,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator ,1
7,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,2
7,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,5
7,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ,3
7,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ,1
7,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> ,4
7,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add ,2
7,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply ,1
7,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
7,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs ,3
7,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> ,2
7,List.add List.size List.addAll List.size List.get List.add List.size ,1
7,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> ,1
7,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> ,1
7,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ,1
7,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
7,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> ,2
7,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ,2
7,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ,4
7,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> ,1
7,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> ,2
7,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> ,1
7,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create ,2
7,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,5
7,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ,1
7,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join ,2
